#X	Y	Free	Pro	
1.050000	-1.072500	inf	0.000000	
1.050000	-1.017500	inf	0.000000	
1.050000	-0.962500	inf	0.000000	
1.050000	-0.907500	inf	0.000000	
1.050000	-0.852500	inf	0.000000	
1.050000	-0.797500	inf	0.000000	
1.050000	-0.742500	inf	0.000000	
1.050000	-0.687500	inf	0.000000	
1.050000	-0.632500	inf	0.000000	
1.050000	-0.577500	inf	0.000000	
1.050000	-0.522500	inf	0.000000	
1.050000	-0.467500	inf	0.000000	
1.050000	-0.412500	inf	0.000000	
1.050000	-0.357500	inf	0.000000	
1.050000	-0.302500	inf	0.000000	
1.050000	-0.247500	inf	0.000000	
1.050000	-0.192500	inf	0.000000	
1.050000	-0.137500	inf	0.000000	
1.050000	-0.082500	inf	0.000000	
1.050000	-0.027500	inf	0.000000	
1.050000	0.027500	inf	0.000000	
1.050000	0.082500	inf	0.000000	
1.050000	0.137500	inf	0.000000	
1.050000	0.192500	inf	0.000000	
1.050000	0.247500	inf	0.000000	
1.050000	0.302500	inf	0.000000	
1.050000	0.357500	inf	0.000000	
1.050000	0.412500	inf	0.000000	
1.050000	0.467500	inf	0.000000	
1.050000	0.522500	inf	0.000000	
1.050000	0.577500	inf	0.000000	
1.050000	0.632500	inf	0.000000	
1.050000	0.687500	inf	0.000000	
1.050000	0.742500	inf	0.000000	
1.050000	0.797500	inf	0.000000	
1.050000	0.852500	inf	0.000000	
1.050000	0.907500	inf	0.000000	
1.050000	0.962500	inf	0.000000	
1.050000	1.017500	inf	0.000000	
1.050000	1.072500	inf	0.000000	
1.150000	-1.072500	inf	0.000000	
1.150000	-1.017500	inf	0.000000	
1.150000	-0.962500	inf	0.000000	
1.150000	-0.907500	inf	0.000000	
1.150000	-0.852500	inf	0.000000	
1.150000	-0.797500	inf	0.000000	
1.150000	-0.742500	inf	0.000000	
1.150000	-0.687500	inf	0.000000	
1.150000	-0.632500	inf	0.000000	
1.150000	-0.577500	inf	0.000000	
1.150000	-0.522500	inf	0.000000	
1.150000	-0.467500	inf	0.000000	
1.150000	-0.412500	inf	0.000000	
1.150000	-0.357500	inf	0.000000	
1.150000	-0.302500	inf	0.000000	
1.150000	-0.247500	inf	0.000000	
1.150000	-0.192500	inf	0.000000	
1.150000	-0.137500	inf	0.000000	
1.150000	-0.082500	inf	0.000000	
1.150000	-0.027500	inf	0.000000	
1.150000	0.027500	inf	0.000000	
1.150000	0.082500	inf	0.000000	
1.150000	0.137500	inf	0.000000	
1.150000	0.192500	inf	0.000000	
1.150000	0.247500	inf	0.000000	
1.150000	0.302500	inf	0.000000	
1.150000	0.357500	inf	0.000000	
1.150000	0.412500	inf	0.000000	
1.150000	0.467500	inf	0.000000	
1.150000	0.522500	inf	0.000000	
1.150000	0.577500	inf	0.000000	
1.150000	0.632500	inf	0.000000	
1.150000	0.687500	inf	0.000000	
1.150000	0.742500	inf	0.000000	
1.150000	0.797500	inf	0.000000	
1.150000	0.852500	inf	0.000000	
1.150000	0.907500	inf	0.000000	
1.150000	0.962500	inf	0.000000	
1.150000	1.017500	inf	0.000000	
1.150000	1.072500	inf	0.000000	
1.250000	-1.072500	8.625737	0.000058	
1.250000	-1.017500	8.020948	0.000106	
1.250000	-0.962500	9.460142	0.000025	
1.250000	-0.907500	14.197223	0.000000	
1.250000	-0.852500	inf	0.000000	
1.250000	-0.797500	inf	0.000000	
1.250000	-0.742500	inf	0.000000	
1.250000	-0.687500	inf	0.000000	
1.250000	-0.632500	inf	0.000000	
1.250000	-0.577500	inf	0.000000	
